folder,video_file,video_path,caption
Planks 030 C,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Planks 030 C/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface, likely a floor or a wall, with a series of parallel wooden planks. The planks are arranged in a horizontal pattern, and each plank is separated by small gaps. The overall scene is static, with no movement or action taking place. The focus is solely on the wooden surface, providing a detailed"
Wood Stone Pathway,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Wood Stone Pathway/btf_sequence.mp4,"The video clip showcases a close-up view of a textured surface, likely a wall or a large panel, composed of a combination of materials. The primary elements visible in the video are: 1. **Stone Tiles**: The surface is adorned with numerous small, irregularly shaped stone tiles. These tiles are arranged in a grid-like pattern, creating a sense of order and symmetry. 2. **Wooden Planks**: Interspersed among the stone tiles are wooden planks. These planks are laid"
Thin Stainless Steel Tiles 01,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Thin Stainless Steel Tiles 01/btf_sequence.mp4,"The video clip features a close-up view of a brick wall, which is composed of numerous rectangular bricks arranged in a grid pattern. The bricks are uniformly aligned, creating a sense of order and symmetry. The wall appears to be made of a dark material, possibly concrete or a similar substance, giving it a sturdy and industrial appearance. The video captures the intricate details of the brick"
Fabric 0006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Fabric 0006/btf_sequence.mp4,"The video clip features a close-up view of a checkered fabric, predominantly in shades of pink and white. The pattern consists of small, evenly spaced squares arranged in a grid-like fashion. The fabric appears to be slightly crumpled, giving it a somewhat textured and three-dimensional appearance. The overall scene is static, with no movement or action taking place. The focus remains on the fabric, allowing the viewer to appreciate the intricate details of the checkered pattern."
Concrete 0027,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Concrete 0027/btf_sequence.mp4,"The video clip features a dynamic and abstract visual composition. The scene is dominated by a series of intersecting lines and shapes that create a sense of movement and complexity. The lines are primarily black and white, with varying thicknesses and angles, giving the impression of a network or web-like structure. The background is a gradient of gray shades, transitioning from darker tones at the edges to lighter shades towards the center, which enhances the depth and dimension of the visual. The lines appear to be in constant motion, creating a sense of energy and dynamism."
36 Organic Wood,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/36 Organic Wood/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface. The wood appears to be light-colored, possibly a type of pine or oak, with a smooth texture and a subtle grain pattern. The camera remains stationary throughout the clip, providing a consistent and detailed view of the wooden surface. The overall scene is simple and serene, focusing solely on the texture and color of the wood."
PaintedPlaster002 034,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/PaintedPlaster002 034/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The texture appears rough and uneven, with various patches and spots that vary in size and shape. Some areas are more densely packed with these irregularities, while others are smoother and more uniform. The overall effect is a dynamic and visually engaging pattern that captures the viewer's attention."
273 Fabric Padded Wall,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/273 Fabric Padded Wall/btf_sequence.mp4,"The video clip features a close-up view of a quilted surface, likely a piece of furniture such as a sofa or a bed. The quilted pattern consists of diamond-shaped sections, each bordered by a raised edge. The material appears to be a luxurious, high-quality fabric, possibly leather or a leather-like material, given its smooth and glossy texture. The color of the fabric is a rich, golden hue, which gives it an elegant and sophisticated appearance. The overall scene suggests a luxurious and"
Paper 0006,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paper 0006/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of paper or a similar material. These lines appear to be evenly spaced and are slightly darker than the surrounding area, creating a subtle pattern. The texture of the surface is somewhat rough, with visible fibers or grain, giving it a tactile quality. The overall composition is simple and minimalistic, focusing solely on the surface and its details."
1932 Ceramic 004,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1932 Ceramic 004/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a floor, composed of square tiles arranged in a grid pattern. The cracks are filled with a mixture of green and red substances, possibly moss or algae, indicating that the surface is exposed to moisture and possibly neglect. The overall appearance of the surface suggests an aged or weathered state, with the tiles appearing somewhat dirty and the grout lines between them being uneven and stained."
1729 Old Brick Generator,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1729 Old Brick Generator/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly gray, with some areas showing a slightly reddish hue. The texture seems to be composed of small, irregularly shaped particles or fibers, creating a somewhat chaotic and organic appearance. The overall effect is one of a tactile, almost tactile experience, inviting the viewer to imagine the feel of the surface."
Planks 002,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Planks 002/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface. The surface is composed of vertical planks, arranged in a straight, parallel fashion. The planks are evenly spaced, and the wood shows signs of wear and aging, such as slight discoloration, scratches, and minor imperfections. The texture of the wood is visible, with the grain patterns running vertically along the planks. The overall appearance of the surface"
48 Organic Wood,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/48 Organic Wood/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a piece of fabric or a wall, with a consistent, repetitive pattern. The dominant color is a warm, golden hue, giving the surface a soft and inviting appearance. The texture appears to be slightly rough, with visible lines and creases that add depth and dimension to the surface. The overall effect is one of simplicity and elegance, with the warm tones and intricate details creating a visually pleasing and calming effect."
157 Fabric Suit Vintage,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/157 Fabric Suit Vintage/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a piece of fabric or a woven material. The texture appears to be made up of small, regular, and evenly spaced bumps or nodules. These bumps create a pattern that is consistent throughout the surface. The overall color of the material is a neutral shade, possibly gray or beige, which allows the texture to stand out clearly. In the center of the surface, there is a distinct area where the texture is more pronounced and the bumps are more closely packed together. This central area appears to be slightly darker than the surrounding regions, giving it a slightly different appearance. The"
